# system_size, network_name, epoch, replay_memory, device, learning_rate, optimizer, total_training_steps, prediction_list_p_error, number_of_predictions, number_of_failed_syndroms, error_corrected_list, ground_state_list, average_number_of_steps_list, p_error_train, win_rate, training_time
9,size_9_NN_11,180,proportional,cuda,0.00025,Adam,540000,0.09999999999999999,1000,117.0,0.949,0.887,18.5,0.09999999999999999,0.883,23268.189710617065
9,size_9_NN_11,181,proportional,cuda,0.00025,Adam,543000,0.09999999999999999,1000,110.0,0.946,0.892,18.4,0.09999999999999999,0.89,23399.05243587494
9,size_9_NN_11,182,proportional,cuda,0.00025,Adam,546000,0.09999999999999999,1000,92.0,0.974,0.91,17.8,0.09999999999999999,0.908,23529.549818754196
9,size_9_NN_11,183,proportional,cuda,0.00025,Adam,549000,0.09999999999999999,1000,100.0,0.972,0.902,17.8,0.09999999999999999,0.9,23660.624752044678
9,size_9_NN_11,184,proportional,cuda,0.00025,Adam,552000,0.09999999999999999,1000,88.0,0.966,0.917,17.7,0.09999999999999999,0.912,23790.752941846848
9,size_9_NN_11,185,proportional,cuda,0.00025,Adam,555000,0.09999999999999999,1000,91.0,0.97,0.91,17.4,0.09999999999999999,0.909,23921.997622728348
9,size_9_NN_11,186,proportional,cuda,0.00025,Adam,558000,0.09999999999999999,1000,86.0,0.963,0.916,17.9,0.09999999999999999,0.914,24052.551193237305
9,size_9_NN_11,187,proportional,cuda,0.00025,Adam,561000,0.09999999999999999,1000,102.0,0.968,0.902,18.0,0.09999999999999999,0.898,24180.864871025085
9,size_9_NN_11,188,proportional,cuda,0.00025,Adam,564000,0.09999999999999999,1000,111.0,0.942,0.895,18.6,0.09999999999999999,0.889,24309.89492225647
9,size_9_NN_11,189,proportional,cuda,0.00025,Adam,567000,0.09999999999999999,1000,101.0,0.951,0.904,18.0,0.09999999999999999,0.899,24439.61308312416
9,size_9_NN_11,190,proportional,cuda,0.00025,Adam,570000,0.09999999999999999,1000,104.0,0.953,0.899,18.0,0.09999999999999999,0.896,24569.3980383873
9,size_9_NN_11,191,proportional,cuda,0.00025,Adam,573000,0.09999999999999999,1000,110.0,0.947,0.895,18.4,0.09999999999999999,0.89,24698.114809036255
9,size_9_NN_11,192,proportional,cuda,0.00025,Adam,576000,0.09999999999999999,1000,99.0,0.957,0.904,18.1,0.09999999999999999,0.901,24829.54270219803
9,size_9_NN_11,193,proportional,cuda,0.00025,Adam,579000,0.09999999999999999,1000,89.0,0.976,0.913,17.6,0.09999999999999999,0.911,24961.022894382477
9,size_9_NN_11,194,proportional,cuda,0.00025,Adam,582000,0.09999999999999999,1000,107.0,0.965,0.897,18.1,0.09999999999999999,0.893,25093.17774796486
9,size_9_NN_11,195,proportional,cuda,0.00025,Adam,585000,0.09999999999999999,1000,109.0,0.974,0.893,18.0,0.09999999999999999,0.891,25221.827967643738
9,size_9_NN_11,196,proportional,cuda,0.00025,Adam,588000,0.09999999999999999,1000,113.0,0.948,0.891,18.4,0.09999999999999999,0.887,25350.62820482254
9,size_9_NN_11,197,proportional,cuda,0.00025,Adam,591000,0.09999999999999999,1000,109.0,0.934,0.897,18.6,0.09999999999999999,0.891,25480.834808588028
9,size_9_NN_11,198,proportional,cuda,0.00025,Adam,594000,0.09999999999999999,1000,90.0,0.971,0.914,17.7,0.09999999999999999,0.91,25612.356129407883
9,size_9_NN_11,199,proportional,cuda,0.00025,Adam,597000,0.09999999999999999,1000,88.0,0.973,0.917,17.6,0.09999999999999999,0.912,25745.071169137955
9,size_9_NN_11,200,proportional,cuda,0.00025,Adam,600000,0.09999999999999999,1000,117.0,0.931,0.897,18.8,0.09999999999999999,0.883,25876.23856830597
9,size_9_NN_11,201,proportional,cuda,0.00025,Adam,603000,0.09999999999999999,1000,76.0,0.973,0.926,17.4,0.09999999999999999,0.924,26006.20862698555
9,size_9_NN_11,202,proportional,cuda,0.00025,Adam,606000,0.09999999999999999,1000,110.0,0.959,0.893,18.5,0.09999999999999999,0.89,26136.84406685829
9,size_9_NN_11,203,proportional,cuda,0.00025,Adam,609000,0.09999999999999999,1000,119.0,0.945,0.884,18.5,0.09999999999999999,0.881,26267.237107753754
9,size_9_NN_11,204,proportional,cuda,0.00025,Adam,612000,0.09999999999999999,1000,107.0,0.951,0.894,18.3,0.09999999999999999,0.893,26395.921357870102
9,size_9_NN_11,205,proportional,cuda,0.00025,Adam,615000,0.09999999999999999,1000,97.0,0.964,0.904,18.0,0.09999999999999999,0.903,26526.75608062744
9,size_9_NN_11,206,proportional,cuda,0.00025,Adam,618000,0.09999999999999999,1000,136.0,0.928,0.87,19.0,0.09999999999999999,0.864,26655.89432644844
9,size_9_NN_11,207,proportional,cuda,0.00025,Adam,621000,0.09999999999999999,1000,115.0,0.947,0.893,18.5,0.09999999999999999,0.885,26788.463358402252
9,size_9_NN_11,208,proportional,cuda,0.00025,Adam,624000,0.09999999999999999,1000,115.0,0.963,0.887,18.1,0.09999999999999999,0.885,26919.522590875626
9,size_9_NN_11,209,proportional,cuda,0.00025,Adam,627000,0.09999999999999999,1000,95.0,0.963,0.905,17.8,0.09999999999999999,0.905,27050.767067670822
9,size_9_NN_11,210,proportional,cuda,0.00025,Adam,630000,0.09999999999999999,1000,93.0,0.968,0.909,17.8,0.09999999999999999,0.907,27182.740782022476
9,size_9_NN_11,211,proportional,cuda,0.00025,Adam,633000,0.09999999999999999,1000,77.0,0.974,0.926,17.3,0.09999999999999999,0.923,27314.43807864189
9,size_9_NN_11,212,proportional,cuda,0.00025,Adam,636000,0.09999999999999999,1000,94.0,0.962,0.908,17.8,0.09999999999999999,0.906,27443.753375291824
9,size_9_NN_11,213,proportional,cuda,0.00025,Adam,639000,0.09999999999999999,1000,100.0,0.968,0.903,17.7,0.09999999999999999,0.9,27575.27329683304
9,size_9_NN_11,214,proportional,cuda,0.00025,Adam,642000,0.09999999999999999,1000,93.0,0.966,0.909,17.9,0.09999999999999999,0.907,27704.087804555893
9,size_9_NN_11,215,proportional,cuda,0.00025,Adam,645000,0.09999999999999999,1000,98.0,0.958,0.906,17.8,0.09999999999999999,0.902,27833.070572137833
9,size_9_NN_11,216,proportional,cuda,0.00025,Adam,648000,0.09999999999999999,1000,93.0,0.967,0.909,17.8,0.09999999999999999,0.907,27962.789653539658
9,size_9_NN_11,217,proportional,cuda,0.00025,Adam,651000,0.09999999999999999,1000,111.0,0.962,0.891,18.2,0.09999999999999999,0.889,28094.580457925797
9,size_9_NN_11,218,proportional,cuda,0.00025,Adam,654000,0.09999999999999999,1000,97.0,0.951,0.908,18.3,0.09999999999999999,0.903,28227.149652957916
9,size_9_NN_11,219,proportional,cuda,0.00025,Adam,657000,0.09999999999999999,1000,102.0,0.953,0.902,18.0,0.09999999999999999,0.898,28356.373938322067
9,size_9_NN_11,220,proportional,cuda,0.00025,Adam,660000,0.09999999999999999,1000,112.0,0.969,0.893,17.8,0.09999999999999999,0.888,28486.22228193283
9,size_9_NN_11,221,proportional,cuda,0.00025,Adam,663000,0.09999999999999999,1000,103.0,0.967,0.899,17.7,0.09999999999999999,0.897,28616.58925843239
9,size_9_NN_11,222,proportional,cuda,0.00025,Adam,666000,0.09999999999999999,1000,105.0,0.948,0.897,18.4,0.09999999999999999,0.895,28747.214530706406
9,size_9_NN_11,223,proportional,cuda,0.00025,Adam,669000,0.09999999999999999,1000,108.0,0.944,0.899,18.5,0.09999999999999999,0.892,28876.37548518181
9,size_9_NN_11,224,proportional,cuda,0.00025,Adam,672000,0.09999999999999999,1000,92.0,0.969,0.91,17.4,0.09999999999999999,0.908,29008.169440746307
9,size_9_NN_11,225,proportional,cuda,0.00025,Adam,675000,0.09999999999999999,1000,77.0,0.977,0.924,17.6,0.09999999999999999,0.923,29138.176233291626
9,size_9_NN_11,226,proportional,cuda,0.00025,Adam,678000,0.09999999999999999,1000,83.0,0.97,0.919,17.8,0.09999999999999999,0.917,29268.743589401245
9,size_9_NN_11,227,proportional,cuda,0.00025,Adam,681000,0.09999999999999999,1000,98.0,0.96,0.902,18.0,0.09999999999999999,0.902,29400.446662425995
9,size_9_NN_11,228,proportional,cuda,0.00025,Adam,684000,0.09999999999999999,1000,96.0,0.965,0.906,17.8,0.09999999999999999,0.904,29529.549059152603
9,size_9_NN_11,229,proportional,cuda,0.00025,Adam,687000,0.09999999999999999,1000,116.0,0.965,0.89,17.7,0.09999999999999999,0.884,29659.904537200928
9,size_9_NN_11,230,proportional,cuda,0.00025,Adam,690000,0.09999999999999999,1000,99.0,0.971,0.907,17.9,0.09999999999999999,0.901,29792.448338508606
9,size_9_NN_11,231,proportional,cuda,0.00025,Adam,693000,0.09999999999999999,1000,107.0,0.969,0.895,18.0,0.09999999999999999,0.893,29921.817742586136
9,size_9_NN_11,232,proportional,cuda,0.00025,Adam,696000,0.09999999999999999,1000,150.0,0.9,0.857,19.9,0.09999999999999999,0.85,30048.261725902557
9,size_9_NN_11,233,proportional,cuda,0.00025,Adam,699000,0.09999999999999999,1000,104.0,0.936,0.901,18.7,0.09999999999999999,0.896,30179.35095143318
9,size_9_NN_11,234,proportional,cuda,0.00025,Adam,702000,0.09999999999999999,1000,118.0,0.96,0.883,18.2,0.09999999999999999,0.882,30308.672718524933
9,size_9_NN_11,235,proportional,cuda,0.00025,Adam,705000,0.09999999999999999,1000,148.0,0.905,0.861,19.6,0.09999999999999999,0.852,30437.049785137177
9,size_9_NN_11,236,proportional,cuda,0.00025,Adam,708000,0.09999999999999999,1000,94.0,0.961,0.909,17.8,0.09999999999999999,0.906,30567.936301469803
9,size_9_NN_11,237,proportional,cuda,0.00025,Adam,711000,0.09999999999999999,1000,96.0,0.964,0.907,17.7,0.09999999999999999,0.904,30699.54462981224
9,size_9_NN_11,238,proportional,cuda,0.00025,Adam,714000,0.09999999999999999,1000,103.0,0.953,0.902,18.2,0.09999999999999999,0.897,30832.330211162567
9,size_9_NN_11,239,proportional,cuda,0.00025,Adam,717000,0.09999999999999999,1000,115.0,0.955,0.886,18.4,0.09999999999999999,0.885,30962.84790468216
9,size_9_NN_11,240,proportional,cuda,0.00025,Adam,720000,0.09999999999999999,1000,102.0,0.952,0.904,18.2,0.09999999999999999,0.898,31093.181455373764
9,size_9_NN_11,241,proportional,cuda,0.00025,Adam,723000,0.09999999999999999,1000,134.0,0.912,0.875,19.3,0.09999999999999999,0.866,31224.74589729309
9,size_9_NN_11,242,proportional,cuda,0.00025,Adam,726000,0.09999999999999999,1000,98.0,0.967,0.903,17.8,0.09999999999999999,0.902,31356.148621082306
9,size_9_NN_11,243,proportional,cuda,0.00025,Adam,729000,0.09999999999999999,1000,122.0,0.951,0.88,18.4,0.09999999999999999,0.878,31487.837875127792
9,size_9_NN_11,244,proportional,cuda,0.00025,Adam,732000,0.09999999999999999,1000,84.0,0.957,0.927,17.8,0.09999999999999999,0.916,31618.39145064354
9,size_9_NN_11,245,proportional,cuda,0.00025,Adam,735000,0.09999999999999999,1000,97.0,0.964,0.907,17.9,0.09999999999999999,0.903,31747.610414981842
9,size_9_NN_11,246,proportional,cuda,0.00025,Adam,738000,0.09999999999999999,1000,117.0,0.947,0.885,18.4,0.09999999999999999,0.883,31879.533606290817
9,size_9_NN_11,247,proportional,cuda,0.00025,Adam,741000,0.09999999999999999,1000,119.0,0.946,0.887,18.4,0.09999999999999999,0.881,32010.089133262634
9,size_9_NN_11,248,proportional,cuda,0.00025,Adam,744000,0.09999999999999999,1000,81.0,0.977,0.924,17.3,0.09999999999999999,0.919,32140.733578443527
9,size_9_NN_11,249,proportional,cuda,0.00025,Adam,747000,0.09999999999999999,1000,146.0,0.91,0.858,19.8,0.09999999999999999,0.854,32271.638021469116
9,size_9_NN_11,250,proportional,cuda,0.00025,Adam,750000,0.09999999999999999,1000,90.0,0.968,0.916,17.7,0.09999999999999999,0.91,32403.74402475357
9,size_9_NN_11,251,proportional,cuda,0.00025,Adam,753000,0.09999999999999999,1000,92.0,0.978,0.911,17.5,0.09999999999999999,0.908,32533.879431962967
9,size_9_NN_11,252,proportional,cuda,0.00025,Adam,756000,0.09999999999999999,1000,118.0,0.943,0.89,18.5,0.09999999999999999,0.882,32665.059880018234
9,size_9_NN_11,253,proportional,cuda,0.00025,Adam,759000,0.09999999999999999,1000,92.0,0.956,0.92,18.0,0.09999999999999999,0.908,32795.743916749954
9,size_9_NN_11,254,proportional,cuda,0.00025,Adam,762000,0.09999999999999999,1000,93.0,0.963,0.908,17.9,0.09999999999999999,0.907,32925.92034482956
9,size_9_NN_11,255,proportional,cuda,0.00025,Adam,765000,0.09999999999999999,1000,89.0,0.974,0.912,17.2,0.09999999999999999,0.911,33057.81876540184
9,size_9_NN_11,256,proportional,cuda,0.00025,Adam,768000,0.09999999999999999,1000,108.0,0.96,0.895,18.0,0.09999999999999999,0.892,33188.71447014809
9,size_9_NN_11,257,proportional,cuda,0.00025,Adam,771000,0.09999999999999999,1000,100.0,0.951,0.902,18.1,0.09999999999999999,0.9,33318.52592539787
9,size_9_NN_11,258,proportional,cuda,0.00025,Adam,774000,0.09999999999999999,1000,92.0,0.966,0.909,17.9,0.09999999999999999,0.908,33449.47480273247
9,size_9_NN_11,259,proportional,cuda,0.00025,Adam,777000,0.09999999999999999,1000,80.0,0.984,0.922,17.2,0.09999999999999999,0.92,33580.62054228783
9,size_9_NN_11,260,proportional,cuda,0.00025,Adam,780000,0.09999999999999999,1000,96.0,0.957,0.908,17.9,0.09999999999999999,0.904,33710.717569589615
9,size_9_NN_11,261,proportional,cuda,0.00025,Adam,783000,0.09999999999999999,1000,111.0,0.952,0.896,18.6,0.09999999999999999,0.889,33840.27838039398
9,size_9_NN_11,262,proportional,cuda,0.00025,Adam,786000,0.09999999999999999,1000,115.0,0.925,0.891,19.0,0.09999999999999999,0.885,33970.42273855209
9,size_9_NN_11,263,proportional,cuda,0.00025,Adam,789000,0.09999999999999999,1000,106.0,0.945,0.896,18.4,0.09999999999999999,0.894,34100.76455974579
9,size_9_NN_11,264,proportional,cuda,0.00025,Adam,792000,0.09999999999999999,1000,90.0,0.965,0.915,18.0,0.09999999999999999,0.91,34229.3527264595
9,size_9_NN_11,265,proportional,cuda,0.00025,Adam,795000,0.09999999999999999,1000,95.0,0.972,0.908,17.8,0.09999999999999999,0.905,34359.64091253281
9,size_9_NN_11,266,proportional,cuda,0.00025,Adam,798000,0.09999999999999999,1000,105.0,0.956,0.901,18.3,0.09999999999999999,0.895,34487.67925143242
9,size_9_NN_11,267,proportional,cuda,0.00025,Adam,801000,0.09999999999999999,1000,86.0,0.974,0.916,17.4,0.09999999999999999,0.914,34619.54792404175
9,size_9_NN_11,268,proportional,cuda,0.00025,Adam,804000,0.09999999999999999,1000,122.0,0.949,0.884,18.6,0.09999999999999999,0.878,34749.7801194191
9,size_9_NN_11,269,proportional,cuda,0.00025,Adam,807000,0.09999999999999999,1000,95.0,0.972,0.908,17.8,0.09999999999999999,0.905,34880.0659661293
9,size_9_NN_11,270,proportional,cuda,0.00025,Adam,810000,0.09999999999999999,1000,85.0,0.972,0.916,17.7,0.09999999999999999,0.915,35009.74894738197
9,size_9_NN_11,271,proportional,cuda,0.00025,Adam,813000,0.09999999999999999,1000,89.0,0.964,0.913,17.7,0.09999999999999999,0.911,35140.69896817207
9,size_9_NN_11,272,proportional,cuda,0.00025,Adam,816000,0.09999999999999999,1000,94.0,0.958,0.911,18.1,0.09999999999999999,0.906,35272.43509054184
9,size_9_NN_11,273,proportional,cuda,0.00025,Adam,819000,0.09999999999999999,1000,96.0,0.97,0.906,17.5,0.09999999999999999,0.904,35400.75239276886
9,size_9_NN_11,274,proportional,cuda,0.00025,Adam,822000,0.09999999999999999,1000,92.0,0.973,0.91,17.4,0.09999999999999999,0.908,35530.89926624298
9,size_9_NN_11,275,proportional,cuda,0.00025,Adam,825000,0.09999999999999999,1000,116.0,0.938,0.889,18.5,0.09999999999999999,0.884,35661.596118450165
9,size_9_NN_11,276,proportional,cuda,0.00025,Adam,828000,0.09999999999999999,1000,103.0,0.956,0.899,18.2,0.09999999999999999,0.897,35790.76415157318
9,size_9_NN_11,277,proportional,cuda,0.00025,Adam,831000,0.09999999999999999,1000,116.0,0.951,0.886,18.6,0.09999999999999999,0.884,35922.060094833374
9,size_9_NN_11,278,proportional,cuda,0.00025,Adam,834000,0.09999999999999999,1000,93.0,0.969,0.908,17.9,0.09999999999999999,0.907,36050.69921708107
9,size_9_NN_11,279,proportional,cuda,0.00025,Adam,837000,0.09999999999999999,1000,81.0,0.97,0.922,17.7,0.09999999999999999,0.919,36177.790541648865
9,size_9_NN_11,280,proportional,cuda,0.00025,Adam,840000,0.09999999999999999,1000,92.0,0.982,0.909,17.4,0.09999999999999999,0.908,36309.03991007805
9,size_9_NN_11,281,proportional,cuda,0.00025,Adam,843000,0.09999999999999999,1000,82.0,0.968,0.919,17.7,0.09999999999999999,0.918,36439.24158024788
9,size_9_NN_11,282,proportional,cuda,0.00025,Adam,846000,0.09999999999999999,1000,108.0,0.964,0.895,18.2,0.09999999999999999,0.892,36569.43749690056
9,size_9_NN_11,283,proportional,cuda,0.00025,Adam,849000,0.09999999999999999,1000,94.0,0.958,0.91,18.0,0.09999999999999999,0.906,36702.12253189087
9,size_9_NN_11,284,proportional,cuda,0.00025,Adam,852000,0.09999999999999999,1000,123.0,0.926,0.883,18.9,0.09999999999999999,0.877,36833.00770711899
9,size_9_NN_11,285,proportional,cuda,0.00025,Adam,855000,0.09999999999999999,1000,87.0,0.966,0.917,17.6,0.09999999999999999,0.913,36963.95886230469
9,size_9_NN_11,286,proportional,cuda,0.00025,Adam,858000,0.09999999999999999,1000,120.0,0.936,0.89,19.0,0.09999999999999999,0.88,37094.47886633873
9,size_9_NN_11,287,proportional,cuda,0.00025,Adam,861000,0.09999999999999999,1000,83.0,0.968,0.919,17.7,0.09999999999999999,0.917,37221.51083755493
9,size_9_NN_11,288,proportional,cuda,0.00025,Adam,864000,0.09999999999999999,1000,93.0,0.97,0.91,17.6,0.09999999999999999,0.907,37352.48811292648
9,size_9_NN_11,289,proportional,cuda,0.00025,Adam,867000,0.09999999999999999,1000,80.0,0.969,0.926,17.3,0.09999999999999999,0.92,37480.95898318291
9,size_9_NN_11,290,proportional,cuda,0.00025,Adam,870000,0.09999999999999999,1000,111.0,0.969,0.896,17.9,0.09999999999999999,0.889,37611.93182373047
9,size_9_NN_11,291,proportional,cuda,0.00025,Adam,873000,0.09999999999999999,1000,97.0,0.972,0.905,17.7,0.09999999999999999,0.903,37741.61342096329
9,size_9_NN_11,292,proportional,cuda,0.00025,Adam,876000,0.09999999999999999,1000,92.0,0.97,0.908,17.5,0.09999999999999999,0.908,37869.67450070381
9,size_9_NN_11,293,proportional,cuda,0.00025,Adam,879000,0.09999999999999999,1000,92.0,0.959,0.91,18.0,0.09999999999999999,0.908,37999.87494468689
9,size_9_NN_11,294,proportional,cuda,0.00025,Adam,882000,0.09999999999999999,1000,100.0,0.967,0.906,17.7,0.09999999999999999,0.9,38129.15790104866
9,size_9_NN_11,295,proportional,cuda,0.00025,Adam,885000,0.09999999999999999,1000,87.0,0.97,0.917,17.7,0.09999999999999999,0.913,38260.36290931702
9,size_9_NN_11,296,proportional,cuda,0.00025,Adam,888000,0.09999999999999999,1000,124.0,0.942,0.878,18.7,0.09999999999999999,0.876,38391.778099775314
9,size_9_NN_11,297,proportional,cuda,0.00025,Adam,891000,0.09999999999999999,1000,97.0,0.955,0.905,18.0,0.09999999999999999,0.903,38522.81949663162
9,size_9_NN_11,298,proportional,cuda,0.00025,Adam,894000,0.09999999999999999,1000,89.0,0.958,0.915,17.9,0.09999999999999999,0.911,38653.80233883858
9,size_9_NN_11,299,proportional,cuda,0.00025,Adam,897000,0.09999999999999999,1000,107.0,0.956,0.896,17.8,0.09999999999999999,0.893,38786.049077510834
9,size_9_NN_11,300,proportional,cuda,0.00025,Adam,900000,0.09999999999999999,1000,104.0,0.944,0.9,18.6,0.09999999999999999,0.896,38914.02999711037
9,size_9_NN_11,301,proportional,cuda,0.00025,Adam,903000,0.09999999999999999,1000,97.0,0.971,0.904,17.5,0.09999999999999999,0.903,39045.444063425064
9,size_9_NN_11,302,proportional,cuda,0.00025,Adam,906000,0.09999999999999999,1000,92.0,0.961,0.912,17.9,0.09999999999999999,0.908,39176.43364715576
9,size_9_NN_11,303,proportional,cuda,0.00025,Adam,909000,0.09999999999999999,1000,103.0,0.974,0.901,17.7,0.09999999999999999,0.897,39308.23556113243
9,size_9_NN_11,304,proportional,cuda,0.00025,Adam,912000,0.09999999999999999,1000,96.0,0.968,0.906,18.0,0.09999999999999999,0.904,39439.052974939346
9,size_9_NN_11,305,proportional,cuda,0.00025,Adam,915000,0.09999999999999999,1000,79.0,0.982,0.924,17.0,0.09999999999999999,0.921,39568.52557992935
9,size_9_NN_11,306,proportional,cuda,0.00025,Adam,918000,0.09999999999999999,1000,102.0,0.97,0.899,17.7,0.09999999999999999,0.898,39700.0728828907
9,size_9_NN_11,307,proportional,cuda,0.00025,Adam,921000,0.09999999999999999,1000,112.0,0.948,0.896,18.4,0.09999999999999999,0.888,39831.19327020645
9,size_9_NN_11,308,proportional,cuda,0.00025,Adam,924000,0.09999999999999999,1000,96.0,0.963,0.908,17.7,0.09999999999999999,0.904,39963.614115953445
9,size_9_NN_11,309,proportional,cuda,0.00025,Adam,927000,0.09999999999999999,1000,98.0,0.954,0.908,18.1,0.09999999999999999,0.902,40092.7952644825
9,size_9_NN_11,310,proportional,cuda,0.00025,Adam,930000,0.09999999999999999,1000,113.0,0.959,0.891,18.3,0.09999999999999999,0.887,40221.76208972931
9,size_9_NN_11,311,proportional,cuda,0.00025,Adam,933000,0.09999999999999999,1000,121.0,0.957,0.882,18.3,0.09999999999999999,0.879,40352.92177391052
9,size_9_NN_11,312,proportional,cuda,0.00025,Adam,936000,0.09999999999999999,1000,100.0,0.973,0.905,17.7,0.09999999999999999,0.9,40483.407804489136
9,size_9_NN_11,313,proportional,cuda,0.00025,Adam,939000,0.09999999999999999,1000,94.0,0.955,0.908,17.9,0.09999999999999999,0.906,40613.52050495148
9,size_9_NN_11,314,proportional,cuda,0.00025,Adam,942000,0.09999999999999999,1000,119.0,0.948,0.883,18.4,0.09999999999999999,0.881,40743.457275390625
9,size_9_NN_11,315,proportional,cuda,0.00025,Adam,945000,0.09999999999999999,1000,97.0,0.957,0.909,18.5,0.09999999999999999,0.903,40872.71404719353
9,size_9_NN_11,316,proportional,cuda,0.00025,Adam,948000,0.09999999999999999,1000,122.0,0.944,0.888,18.6,0.09999999999999999,0.878,41004.889647483826
9,size_9_NN_11,317,proportional,cuda,0.00025,Adam,951000,0.09999999999999999,1000,104.0,0.947,0.899,18.1,0.09999999999999999,0.896,41132.92690038681
9,size_9_NN_11,318,proportional,cuda,0.00025,Adam,954000,0.09999999999999999,1000,81.0,0.968,0.92,17.6,0.09999999999999999,0.919,41261.88585805893
9,size_9_NN_11,319,proportional,cuda,0.00025,Adam,957000,0.09999999999999999,1000,90.0,0.969,0.911,17.5,0.09999999999999999,0.91,41394.56066560745
9,size_9_NN_11,320,proportional,cuda,0.00025,Adam,960000,0.09999999999999999,1000,94.0,0.964,0.909,17.7,0.09999999999999999,0.906,41523.89556264877
9,size_9_NN_11,321,proportional,cuda,0.00025,Adam,963000,0.09999999999999999,1000,101.0,0.947,0.902,18.5,0.09999999999999999,0.899,41651.5975356102
9,size_9_NN_11,322,proportional,cuda,0.00025,Adam,966000,0.09999999999999999,1000,109.0,0.952,0.896,18.3,0.09999999999999999,0.891,41779.45374941826
9,size_9_NN_11,323,proportional,cuda,0.00025,Adam,969000,0.09999999999999999,1000,101.0,0.975,0.899,17.6,0.09999999999999999,0.899,41907.999467134476
9,size_9_NN_11,324,proportional,cuda,0.00025,Adam,972000,0.09999999999999999,1000,78.0,0.968,0.925,17.7,0.09999999999999999,0.922,42039.29692149162
9,size_9_NN_11,325,proportional,cuda,0.00025,Adam,975000,0.09999999999999999,1000,105.0,0.959,0.896,17.8,0.09999999999999999,0.895,42166.73911523819
9,size_9_NN_11,326,proportional,cuda,0.00025,Adam,978000,0.09999999999999999,1000,107.0,0.939,0.905,18.8,0.09999999999999999,0.893,42295.67120599747
9,size_9_NN_11,327,proportional,cuda,0.00025,Adam,981000,0.09999999999999999,1000,99.0,0.957,0.903,18.0,0.09999999999999999,0.901,42426.56441235542
9,size_9_NN_11,328,proportional,cuda,0.00025,Adam,984000,0.09999999999999999,1000,106.0,0.954,0.899,18.3,0.09999999999999999,0.894,42557.595912218094
9,size_9_NN_11,329,proportional,cuda,0.00025,Adam,987000,0.09999999999999999,1000,87.0,0.952,0.915,18.2,0.09999999999999999,0.913,42688.0847826004
9,size_9_NN_11,330,proportional,cuda,0.00025,Adam,990000,0.09999999999999999,1000,110.0,0.95,0.891,18.3,0.09999999999999999,0.89,42818.08124613762
9,size_9_NN_11,331,proportional,cuda,0.00025,Adam,993000,0.09999999999999999,1000,103.0,0.958,0.906,18.1,0.09999999999999999,0.897,42948.414407491684
9,size_9_NN_11,332,proportional,cuda,0.00025,Adam,996000,0.09999999999999999,1000,95.0,0.958,0.906,17.7,0.09999999999999999,0.905,43079.81564497948
9,size_9_NN_11,333,proportional,cuda,0.00025,Adam,999000,0.09999999999999999,1000,116.0,0.927,0.889,18.8,0.09999999999999999,0.884,43212.07526230812
9,size_9_NN_11,334,proportional,cuda,0.00025,Adam,1002000,0.09999999999999999,1000,93.0,0.97,0.911,17.5,0.09999999999999999,0.907,43341.99773621559
9,size_9_NN_11,335,proportional,cuda,0.00025,Adam,1005000,0.09999999999999999,1000,114.0,0.949,0.886,18.4,0.09999999999999999,0.886,43470.93507003784
9,size_9_NN_11,336,proportional,cuda,0.00025,Adam,1008000,0.09999999999999999,1000,109.0,0.956,0.893,18.4,0.09999999999999999,0.891,43600.701961517334
9,size_9_NN_11,337,proportional,cuda,0.00025,Adam,1011000,0.09999999999999999,1000,124.0,0.942,0.88,18.6,0.09999999999999999,0.876,43729.15882444382
9,size_9_NN_11,338,proportional,cuda,0.00025,Adam,1014000,0.09999999999999999,1000,117.0,0.943,0.885,18.6,0.09999999999999999,0.883,43858.35020637512
9,size_9_NN_11,339,proportional,cuda,0.00025,Adam,1017000,0.09999999999999999,1000,116.0,0.948,0.891,18.5,0.09999999999999999,0.884,43989.60658836365
9,size_9_NN_11,340,proportional,cuda,0.00025,Adam,1020000,0.09999999999999999,1000,96.0,0.961,0.908,17.9,0.09999999999999999,0.904,44118.80024075508
9,size_9_NN_11,341,proportional,cuda,0.00025,Adam,1023000,0.09999999999999999,1000,97.0,0.974,0.904,17.7,0.09999999999999999,0.903,44251.39564728737
9,size_9_NN_11,342,proportional,cuda,0.00025,Adam,1026000,0.09999999999999999,1000,106.0,0.936,0.902,18.6,0.09999999999999999,0.894,44381.211240291595
9,size_9_NN_11,343,proportional,cuda,0.00025,Adam,1029000,0.09999999999999999,1000,135.0,0.908,0.874,19.7,0.09999999999999999,0.865,44511.11099267006
9,size_9_NN_11,344,proportional,cuda,0.00025,Adam,1032000,0.09999999999999999,1000,101.0,0.955,0.902,17.9,0.09999999999999999,0.899,44642.58461165428
9,size_9_NN_11,345,proportional,cuda,0.00025,Adam,1035000,0.09999999999999999,1000,94.0,0.96,0.91,18.0,0.09999999999999999,0.906,44773.60754132271
9,size_9_NN_11,346,proportional,cuda,0.00025,Adam,1038000,0.09999999999999999,1000,106.0,0.964,0.897,18.1,0.09999999999999999,0.894,44905.75698184967
9,size_9_NN_11,347,proportional,cuda,0.00025,Adam,1041000,0.09999999999999999,1000,89.0,0.971,0.912,17.6,0.09999999999999999,0.911,45037.92277812958
9,size_9_NN_11,348,proportional,cuda,0.00025,Adam,1044000,0.09999999999999999,1000,96.0,0.96,0.909,17.9,0.09999999999999999,0.904,45167.82890701294
